line,part,cost,coreprice,qtyonhand,packs,sku
,X25DL7486,89.03,,24,,HDHN_X25DL7486
,X05TE7225,15.9,,15,,HDHN_X05TE7225
,X23TE1980,12.32,,4,,HDHN_X23TE1980
,X23TR2013,8.62,,21,,HDHN_X23TR2013
,X34TA2813,24.06,,14,,HDHN_X34TA2813
,X18TE1743,8.72,,4,,HDHN_X18TE1743
,X34TR2794,7.15,,2,,HDHN_X34TR2794
,X05TR1042,7.79,,13,,HDHN_X05TR1042
,X05TR0920,9.23,,30,,HDHN_X05TR0920
,X34TA2791,19.67,,1,,HDHN_X34TA2791
,X07TR1224,10.2,,4,,HDHN_X07TR1224
,X13TR6643,10.79,,30,,HDHN_X13TR6643
,X47TR3863,8.34,,40,,HDHN_X47TR3863
,X05TR0193,15.9,,1,,HDHN_X05TR0193
,X17TE0037,10.58,,28,,HDHN_X17TE0037
,X32TE2597,7.44,,15,,HDHN_X32TE2597
,X95A07644,9.38,,14,,HDHN_X95A07644
,LSC611,98.31,,8,,BBZH_LSC611
,16063,295.51,,4,,BBZH_16063
,LFW163,91.7,,12,,BBZH_LFW163
,10035,96.95,,8,,BBZH_10035
,15010,153.55,,15,,BBZH_15010
,LFW131,82.05,,42,,BBZH_LFW131
,17075,253.58,,33,,BBZH_17075
,16113,151.89,,33,,BBZH_16113
,20024,714.22,,2,,BBZH_20024
,17080,314.36,,19,,BBZH_17080
,10040,104.78,,20,,BBZH_10040
,LSC622,97.31,,4,,BBZH_LSC622
,20028,361.26,,2,,BBZH_20028
,19030,175.42,,11,,BBZH_19030
,LFW201,155.81,,2,,BBZH_LFW201
,16059,119.3,,53,,BBZH_16059
,17015,110.44,,5,,BBZH_17015
,16090,195.54,,22,,BBZH_16090
,16087,241.26,,100,,BBZH_16087
,17067,338.24,,46,,BBZH_17067
,LFW113,145.76,,7,,BBZH_LFW113
,LF9839,22.53,,24,,BBZH_LF9839
,17017,160.27,,4,,BBZH_17017
,LFW103,78.59,,38,,BBZH_LFW103
,17050,263.19,,121,,BBZH_17050
,20004,605.9,,3,,BBZH_20004
,21024,165,,4,,BBZH_21024
,17065,119.48,,66,,BBZH_17065
,15002,97.62,,1,,BBZH_15002
,21037,302.67,,2,,BBZH_21037
,LFW212,58.69,,7,,BBZH_LFW212
,17010,158.17,,176,,BBZH_17010
,LFW155,72.57,,10,,BBZH_LFW155
,20013,753.9,,3,,BBZH_20013
,16058,92.47,,93,,BBZH_16058
,LF9808,29.82,,7,,BBZH_LF9808
,LFW170,59.92,,3,,BBZH_LFW170
,LFW184,279.59,,5,,BBZH_LFW184
,LFW197,60.52,,6,,BBZH_LFW197
,15030,165.23,,3,,BBZH_15030
,15031,215.8,,40,,BBZH_15031
,17046,206.15,,33,,BBZH_17046
,LFW187,57.06,,25,,BBZH_LFW187
,16039,90.05,,4,,BBZH_16039
,11011,303.55,,5,,BBZH_11011
,16006,173.74,,5,,BBZH_16006
,10042,204.33,,8,,BBZH_10042
,15014,155.89,,4,,BBZH_15014
,16066,102.33,,2,,BBZH_16066
,15008,130.1,,2,,BBZH_15008
,10029,96.95,,9,,BBZH_10029
,LFW196,62.88,,43,,BBZH_LFW196
,21035,295.99,,18,,BBZH_21035
,LFW156,58.07,,15,,BBZH_LFW156
,DMF171,974.26,,1,,BBZH_DMF171
,16060,90.96,,2,,BBZH_16060
,LF9864,39.07,,41,,BBZH_LF9864
,LMC193,19.93,,27,,BBZH_LMC193
,LSC628,39.76,,2,,BBZH_LSC628
,LFW101,82.05,,25,,BBZH_LFW101
,21026,269.82,,3,,BBZH_21026
,15026,463.75,,3,,BBZH_15026
,16042,83.87,,4,,BBZH_16042
,LF9822,45.31,,3,,BBZH_LF9822
,18002,243.24,,16,,BBZH_18002
,15024,263.5,,95,,BBZH_15024
,17035,108.8,,2,,BBZH_17035
,LSC609,96.59,,3,,BBZH_LSC609
,LSC640,127.18,,16,,BBZH_LSC640
,10058,216.91,,23,,BBZH_10058
,17011,168.95,,4,,BBZH_17011
,LFW191,133.2,,35,,BBZH_LFW191
,LSC632,60.67,,3,,BBZH_LSC632
,16114,323.1,,14,,BBZH_16114
,DMF137,624.85,,10,,BBZH_DMF137
,16079,111.84,,140,,BBZH_16079
,20018,337.44,,13,,BBZH_20018
,17034,168.12,,2,,BBZH_17034
,16088,119.48,,36,,BBZH_16088
,15025,313.41,,10,,BBZH_15025
,LF9809,29.82,,5,,BBZH_LF9809
,16073,135.63,,33,,BBZH_16073
,DMF123,409.82,,46,,BBZH_DMF123
,17014,91.77,,50,,BBZH_17014
,11044,421.6,,2,,BBZH_11044
,19007,252.95,,5,,BBZH_19007
,11005,191.2,,6,,BBZH_11005
,10066,195.83,,79,,BBZH_10066
,11048,482.83,,3,,BBZH_11048
,10068,504.68,,4,,BBZH_10068
,17004,77.92,,15,,BBZH_17004
,LF9801,29.82,,17,,BBZH_LF9801
,LFW162,56.77,,31,,BBZH_LFW162
,LFW192,82.66,,9,,BBZH_LFW192
,LFW115,68.46,,5,,BBZH_LFW115
,10057,243.6,,4,,BBZH_10057
,LFW136,56.95,,17,,BBZH_LFW136
,LF9836,46.87,,4,,BBZH_LF9836
,LMC190,39.96,,3,,BBZH_LMC190
,LMC194,21.97,,4,,BBZH_LMC194
,17052,185.05,,1,,BBZH_17052
,LFW202,85.29,,11,,BBZH_LFW202
,LSC630,32.43,,76,,BBZH_LSC630
,10036,159.06,,29,,BBZH_10036
,LSC626,116.39,,5,,BBZH_LSC626
,16112,287.52,,42,,BBZH_16112
,LFW193,73.28,,111,,BBZH_LFW193
,LFW198,77.84,,13,,BBZH_LFW198
,DMF185,286.48,,8,,BBZH_DMF185
,LFW148,58.07,,147,,BBZH_LFW148
,LSC639,43.7,,1,,BBZH_LSC639
,DMF131,479.07,,76,,BBZH_DMF131
,LFW108,114.65,,6,,BBZH_LFW108
,LFW142,59.48,,25,,BBZH_LFW142
,LSC603,141.64,,26,,BBZH_LSC603
,LF9802,29.82,,13,,BBZH_LF9802
,LFW172,50.32,,8,,BBZH_LFW172
,LFW137,62.23,,39,,BBZH_LFW137
,DMF149,1222.9,,7,,BBZH_DMF149
,DMF191,375,,4,,BBZH_DMF191
,LFW161,71.02,,41,,BBZH_LFW161
,LSC644,32.4,,1,,BBZH_LSC644
,LFW134,91.9,,75,,BBZH_LFW134
,LFW146,59.51,,52,,BBZH_LFW146
,LSC641,68.47,,6,,BBZH_LSC641
,LFW209,64.18,,9,,BBZH_LFW209
,DMF135,906.99,,6,,BBZH_DMF135
,LFW207,63.55,,20,,BBZH_LFW207
,LFW176,62.88,,2,,BBZH_LFW176
,DMF151,273.75,,17,,BBZH_DMF151
,LFW130,91.38,,13,,BBZH_LFW130
,LFW109,156.32,,6,,BBZH_LFW109
,DMF142,549.47,,1,,BBZH_DMF142
,LFW220,69.58,,2,,BBZH_LFW220
,LFW219,105.11,,5,,BBZH_LFW219
,LFW214,61.71,,5,,BBZH_LFW214
,LFW129,108.7,,4,,BBZH_LFW129
,LFW126,156.25,,6,,BBZH_LFW126
,LFW125,92.86,,1,,BBZH_LFW125
,LFW123,71.2,,3,,BBZH_LFW123
,LFW102,105.67,,7,,BBZH_LFW102
,22031,336.92,,2,,BBZH_22031
,LSC306,37.68,,17,,BBZH_LSC306
,CRS006,105.15,,4,,BBZH_CRS006
,DMF043,248.21,,11,,BBZH_DMF043
,LSC184,18.36,,13,,BBZH_LSC184
,LSC174,17.31,,4,,BBZH_LSC174
,DMF045,317.03,,8,,BBZH_DMF045
,LSC269,96.11,,7,,BBZH_LSC269
,DMF111,786.64,,4,,BBZH_DMF111
,LSC320,79.66,,78,,BBZH_LSC320
,DMF115,724.67,,30,,BBZH_DMF115
,LSC173,14.91,,7,,BBZH_LSC173
,CRS021,103.36,,61,,BBZH_CRS021
,CRS025,129.72,,17,,BBZH_CRS025
,LSC137,18.23,,3,,BBZH_LSC137
,10064,288.05,,48,,BBZH_10064
,DMF091,327.85,,26,,BBZH_DMF091
,20026,677.05,,3,,BBZH_20026
,22015,225.56,,2,,BBZH_22015
,22032,269.82,,4,,BBZH_22032
,15023,630.85,,6,,BBZH_15023
,DMF090,654.08,,21,,BBZH_DMF090
,21040,369.51,,19,,BBZH_21040
,CRS026,118.72,,4,,BBZH_CRS026
,19040,438.87,,9,,BBZH_19040
,DMF117,216.43,,28,,BBZH_DMF117
,CRS030,111.27,,2,,BBZH_CRS030
,LSC139,39.92,,2,,BBZH_LSC139
,24002,118.27,,23,,BBZH_24002
,CRS031,151.54,,4,,BBZH_CRS031
,DMF029,408.63,,2,,BBZH_DMF029
,CRS001,78.34,,4,,BBZH_CRS001
,DMF105,263.6,,34,,BBZH_DMF105
,DMF098,395.08,,75,,BBZH_DMF098
,DMF073,635.23,,3,,BBZH_DMF073
,DMF062,329.1,,56,,BBZH_DMF062
,LSC270,73.69,,7,,BBZH_LSC270
,10025,127.21,,7,,BBZH_10025
,DMF023,456.15,,12,,BBZH_DMF023
,DMF050,451.46,,28,,BBZH_DMF050
,DMF061,414.94,,4,,BBZH_DMF061
,LSC293,14.91,,2,,BBZH_LSC293
,DMF037,613.4,,3,,BBZH_DMF037
,LSC190,10.09,,6,,BBZH_LSC190
,DMF067,584.43,,84,,BBZH_DMF067
,LSC273,145.58,,4,,BBZH_LSC273
,LSC135,30.96,,1,,BBZH_LSC135
,CRS015,118.05,,46,,BBZH_CRS015
,LSC138,40.94,,3,,BBZH_LSC138
,LSC186,19.06,,2,,BBZH_LSC186
,21028,370.17,,12,,BBZH_21028
,LSC187,14.52,,5,,BBZH_LSC187
,LSC272,45.47,,20,,BBZH_LSC272
,LSC148,12.81,,3,,BBZH_LSC148
,DMF078,693.72,,1,,BBZH_DMF078
,LSC315,76.08,,4,,BBZH_LSC315
,10061,532.53,,6,,BBZH_10061
,DMF035,364.26,,19,,BBZH_DMF035
,DMF110,409.24,,13,,BBZH_DMF110
,LSC146,16.57,,3,,BBZH_LSC146
,LSC268,111.2,,6,,BBZH_LSC268
,15021,208.93,,66,,BBZH_15021
,LSC294,16.01,,20,,BBZH_LSC294
,10045,195.83,,24,,BBZH_10045
,LSC309,41.75,,34,,BBZH_LSC309
,LSC308,17.6,,3,,BBZH_LSC308
,DMF085,786.64,,3,,BBZH_DMF085
,DMF074,682.35,,3,,BBZH_DMF074
,LSC267,117.67,,9,,BBZH_LSC267
,LSC136,44.84,,1,,BBZH_LSC136
,DMF022,533.68,,2,,BBZH_DMF022
,15013,94.9,,11,,BBZH_15013
,LSC143,14.91,,4,,BBZH_LSC143
,LSC200,10.26,,9,,BBZH_LSC200
,LSC158,27.17,,43,,BBZH_LSC158
,LSC199,10.79,,15,,BBZH_LSC199
,LSC172,15.94,,15,,BBZH_LSC172
,LSC153,17.16,,6,,BBZH_LSC153
,11008,126.18,,2,,BBZH_11008
,LSC198,11.96,,3,,BBZH_LSC198
,16062,119.48,,84,,BBZH_16062
,LSC195,13.95,,1,,BBZH_LSC195
,23003,178.92,,3,,BBZH_23003
,LSC192,21.3,,5,,BBZH_LSC192
,DMF017,455.14,,9,,BBZH_DMF017
,10074,180.93,,8,,BBZH_10074
,LSC297,37.21,,1,,BBZH_LSC297
,DMF122,304.83,,1,,BBZH_DMF122
,CRS038,93.02,,37,,BBZH_CRS038
,DMF016,366.78,,9,,BBZH_DMF016
,16055,114.58,,5,,BBZH_16055
,20016,549.42,,6,,BBZH_20016
,LSC165,10.96,,33,,BBZH_LSC165
,LSC296,13.25,,1,,BBZH_LSC296
,LSC151,16.56,,5,,BBZH_LSC151
,CRS050,154.8,,1,,BBZH_CRS050
,24022,239.57,,50,,BBZH_24022
,CRS045,174.74,,2,,BBZH_CRS045
,22039,343.23,,38,,BBZH_22039
,CRS039,101.81,,1,,BBZH_CRS039
,CRS020,123.1,,12,,BBZH_CRS020
,CRS009,144.44,,4,,BBZH_CRS009
,LSC164,11.96,,1,,BBZH_LSC164
,LSC147,25.38,,9,,BBZH_LSC147
,CRS016,228.77,,15,,BBZH_CRS016
,16057,77.92,,75,,BBZH_16057
,CRS002,96.54,,3,,BBZH_CRS002
,16069,104.78,,11,,BBZH_16069
,16061,234.85,,15,,BBZH_16061
,21041,320.49,,1,,BBZH_21041
,LSC314,42.94,,4,,BBZH_LSC314
,21034,295.12,,2,,BBZH_21034
,LSC313,31.98,,3,,BBZH_LSC313
,LSC312,44.01,,2,,BBZH_LSC312
,21006,169.37,,2,,BBZH_21006
,LSC292,13.66,,9,,BBZH_LSC292
,16018,130.65,,6,,BBZH_16018
,LSC286,12.73,,3,,BBZH_LSC286
,16086,119.48,,44,,BBZH_16086
,LSC283,20.68,,3,,BBZH_LSC283
,LSC327,36.03,,16,,BBZH_LSC327
,LSC282,10.26,,32,,BBZH_LSC282
,20015,532.97,,6,,BBZH_20015
,LSC326,88.53,,41,,BBZH_LSC326
,21022,379.44,,5,,BBZH_21022
,16072,119.75,,19,,BBZH_16072
,LSC325,118.38,,4,,BBZH_LSC325
,LSC324,47.23,,3,,BBZH_LSC324
,LSC323,26.86,,9,,BBZH_LSC323
,LSC322,31.34,,8,,BBZH_LSC322
,21021,384.11,,4,,BBZH_21021
,LSC265B,55.11,,1,,BBZH_LSC265B
,LSC266B,88.2,,34,,BBZH_LSC266B
,LSC259,13.45,,2,,BBZH_LSC259
,19038,283.24,,16,,BBZH_19038
,15003,140.56,,2,,BBZH_15003
,LSC258,25.85,,3,,BBZH_LSC258
,LSC257,18.45,,30,,BBZH_LSC257
,LSC235,95.1,,3,,BBZH_LSC235
,17069,304.7,,11,,BBZH_17069
,12005,170.36,,3,,BBZH_12005
,LSC233,20.9,,1,,BBZH_LSC233
,17055,228.77,,9,,BBZH_17055
,LSC232,9.4,,46,,BBZH_LSC232
,11049,365.78,,2,,BBZH_11049
,LSC218,14.82,,4,,BBZH_LSC218
,LSC223,19.82,,1,,BBZH_LSC223
,LSC215,19.82,,3,,BBZH_LSC215
,17038,136.94,,26,,BBZH_17038
,LSC213,11.96,,5,,BBZH_LSC213
,11043,457.47,,4,,BBZH_11043
,LSC210,37.22,,1,,BBZH_LSC210
,LSC209,86.78,,4,,BBZH_LSC209
,11040,507.15,,11,,BBZH_11040
,LSC208,11.96,,4,,BBZH_LSC208
,LSC207,14.2,,5,,BBZH_LSC207
,LSC206,16.82,,2,,BBZH_LSC206
,17036,198.34,,20,,BBZH_17036
,LSC202,13.29,,2,,BBZH_LSC202
,17027,93.67,,4,,BBZH_17027
,17013,89.63,,6,,BBZH_17013
,17012,96.1,,9,,BBZH_17012
,17003,79.95,,3,,BBZH_17003
,16109,214.96,,8,,BBZH_16109
,16116,474.35,,9,,BBZH_16116
,ACT1102,62.97,,69,,DKVD_ACT1102
,ACT1158,71.48,,9,,DKVD_ACT1158
,ACT1284A,56.35,,10,,DKVD_ACT1284A
,ACT1080,80.94,,14,,DKVD_ACT1080
,ACT1180,61.08,,13,,DKVD_ACT1180
,ACT1009,81.19,,5,,DKVD_ACT1009
,ACT1169,74.32,,12,,DKVD_ACT1169
,ACT1118,66.76,,143,,DKVD_ACT1118
,ACT1347,53.53,,55,,DKVD_ACT1347
,ACT1295,61.08,,35,,DKVD_ACT1295
,ACT1303,75.26,,105,,DKVD_ACT1303
,ACT1394B,67.7,,36,,DKVD_ACT1394B
,ACT1047A,72.42,,3,,DKVD_ACT1047A
,ACT1210A,65.82,,99,,DKVD_ACT1210A
,ACT1057A,67.7,,21,,DKVD_ACT1057A
,ACT1377A,58.26,,21,,DKVD_ACT1377A
,ACT1338A,68.64,,15,,DKVD_ACT1338A
,ACT1020,61.08,,7,,DKVD_ACT1020
,ACT1328,75.26,,19,,DKVD_ACT1328
,ACT1035,55.41,,6,,DKVD_ACT1035
,ACT1041,65.82,,34,,DKVD_ACT1041
,ACT1279,69.59,,13,,DKVD_ACT1279
,ACT1333C,74.32,,9,,DKVD_ACT1333C
,ACT1073,45.31,,7,,DKVD_ACT1073
,ACT1092,81.87,,48,,DKVD_ACT1092
,ACT1259,71.48,,22,,DKVD_ACT1259
,ACT1087,67.7,,15,,DKVD_ACT1087
,ACT935,66.76,,8,,DKVD_ACT935
,ACT503B,57.31,,9,,DKVD_ACT503B
,ACT1498,65.82,,48,,DKVD_ACT1498
,ACT1398,59.19,,26,,DKVD_ACT1398
,ACT863A,57.31,,17,,DKVD_ACT863A
,ACT606A,57.31,,153,,DKVD_ACT606A
,ACT885,50.7,,59,,DKVD_ACT885
,ACT1654,66.76,,77,,DKVD_ACT1654
,ACT466,42.47,,8,,DKVD_ACT466
,ACT871,53.53,,44,,DKVD_ACT871
,ACT1333B,75.26,,27,,DKVD_ACT1333B
,ACT750,56.35,,4,,DKVD_ACT750
,ACT486,50.03,,4,,DKVD_ACT486
,ACT383,47.86,,3,,DKVD_ACT383
,ACT613,57.31,,10,,DKVD_ACT613
,ACT924A,61.08,,77,,DKVD_ACT924A
,ACT886,53.82,,8,,DKVD_ACT886
,ACT536A,49.74,,80,,DKVD_ACT536A
,ACT1698,60.14,,31,,DKVD_ACT1698
,ACT785,87.53,,65,,DKVD_ACT785
,ACT584,42.47,,6,,DKVD_ACT584
,ACT1447,64.86,,2,,DKVD_ACT1447
,ACT1522,81.87,,8,,DKVD_ACT1522
,ACT1901,67.33,,20,,DKVD_ACT1901
,ACT1628,59.19,,12,,DKVD_ACT1628
,ACT1650,61.08,,86,,DKVD_ACT1650
,ACT712,66.76,,9,,DKVD_ACT712
,ACT908B,51.63,,19,,DKVD_ACT908B
,ACT369,72.42,,26,,DKVD_ACT369
,ACT976,60.14,,203,,DKVD_ACT976
,ACT834A,72.42,,35,,DKVD_ACT834A
,ACT691A,66.76,,0,,DKVD_ACT691A
,ACT563,58.26,,10,,DKVD_ACT563
,ACT730A,61.37,,6,,DKVD_ACT730A
,ACT536B,51.63,,20,,DKVD_ACT536B
,ACT376,53.82,,7,,DKVD_ACT376
,ACT904,52.59,,5,,DKVD_ACT904
,ACT787B,61.08,,16,,DKVD_ACT787B
,ACT673,55.69,,7,,DKVD_ACT673
,ACT1468,62.97,,9,,DKVD_ACT1468
,ACT484,52.86,,14,,DKVD_ACT484
,ACT502,56.35,,35,,DKVD_ACT502
,ACT790,70.52,,7,,DKVD_ACT790
,ACT691,63.91,,88,,DKVD_ACT691
,ACT857,73.37,,20,,DKVD_ACT857
,ACT1745,73.37,,12,,DKVD_ACT1745
,ACT1857,62.04,,13,,DKVD_ACT1857
,ACT869,56.64,,6,,DKVD_ACT869
,ACT814,62.04,,16,,DKVD_ACT814
,ACT732,64.86,,20,,DKVD_ACT732
,ACT1543A,63.91,,69,,DKVD_ACT1543A
,ACT981,63.91,,9,,DKVD_ACT981
,ACT922,68.64,,5,,DKVD_ACT922
,ACT784,96.98,,50,,DKVD_ACT784
,ACT953,47.19,,6,,DKVD_ACT953
,ACT771,56.35,,37,,DKVD_ACT771
,ACT1445,60.14,,51,,DKVD_ACT1445
,ACT668,50.03,,10,,DKVD_ACT668
,ACT1295A,61.08,,8,,DKVD_ACT1295A
,ACT963,62.3,,7,,DKVD_ACT963
,ACT436,68.64,,63,,DKVD_ACT436
,ACT476A,59.19,,11,,DKVD_ACT476A
,ACT1543,64.86,,48,,DKVD_ACT1543
,ACT835,51.63,,36,,DKVD_ACT835
,ACT856,62.04,,12,,DKVD_ACT856
,ACT881,61.08,,13,,DKVD_ACT881
,ACT888B,78.08,,11,,DKVD_ACT888B
,ACT913,63.91,,5,,DKVD_ACT913
,ACT1336A,49.74,,144,,DKVD_ACT1336A
,ACT1815A,65.82,,11,,DKVD_ACT1815A
,ACT1592,63.91,,33,,DKVD_ACT1592
,ACT1649,73.37,,60,,DKVD_ACT1649
,ACT1921,55.41,,14,,DKVD_ACT1921
,ACT731,89.43,,22,,DKVD_ACT731
,ACT672,38.42,,16,,DKVD_ACT672
,ACT924B,61.08,,14,,DKVD_ACT924B
,ACT906B,62.04,,84,,DKVD_ACT906B
,ACT1444,66.76,,75,,DKVD_ACT1444
,ACT941,49.09,,4,,DKVD_ACT941
,ACT1847,66.76,,10,,DKVD_ACT1847
,ACT642,57.31,,12,,DKVD_ACT642
,ACT604,54.47,,7,,DKVD_ACT604
,ACT954,55.41,,19,,DKVD_ACT954
,ACT998,62.3,,5,,DKVD_ACT998
,ACT711,65.82,,12,,DKVD_ACT711
,ACT1354B,55.41,,67,,DKVD_ACT1354B
,ACT931,65.82,,10,,DKVD_ACT931
,ACT374,49.74,,22,,DKVD_ACT374
,ACT1402,59.19,,34,,DKVD_ACT1402
,ACT1734,64.86,,14,,DKVD_ACT1734
,ACT611,56.35,,31,,DKVD_ACT611
,ACT1377B,57.31,,9,,DKVD_ACT1377B
,ACT974,75.26,,20,,DKVD_ACT974
,ACT1886,75.84,,19,,DKVD_ACT1886
,ACT530,61.08,,5,,DKVD_ACT530
,ACT1812,54.09,,17,,DKVD_ACT1812
,ACT667,53.53,,11,,DKVD_ACT667
,ACT905A,59.19,,246,,DKVD_ACT905A
,ACT721,61.08,,42,,DKVD_ACT721
,ACT242,45.97,,5,,DKVD_ACT242
,ACT932,63.91,,16,,DKVD_ACT932
,ACT1624,53.53,,45,,DKVD_ACT1624
,ACT632,68.64,,8,,DKVD_ACT632
,ACT1844,74.88,,11,,DKVD_ACT1844
,ACT1793,65.82,,4,,DKVD_ACT1793
,ACT679,74.32,,8,,DKVD_ACT679
,ACT617,50.7,,17,,DKVD_ACT617
,ACT1391A,63.91,,147,,DKVD_ACT1391A
,ACT1679,63.91,,24,,DKVD_ACT1679
,ACT503A,57.31,,30,,DKVD_ACT503A
,ACT749,65.82,,6,,DKVD_ACT749
,ACT1397A,60.71,,2,,DKVD_ACT1397A
,ACT465E,49.74,,66,,DKVD_ACT465E
,ACT815A,58.26,,87,,DKVD_ACT815A
,ACT955,68.64,,9,,DKVD_ACT955
,ACT812,47.86,,41,,DKVD_ACT812
,ACT413,79.03,,6,,DKVD_ACT413
,ACT627,52.59,,6,,DKVD_ACT627
,ACT962,66.11,,8,,DKVD_ACT962
,ACT1623,64.86,,35,,DKVD_ACT1623
,ACT580,48.8,,16,,DKVD_ACT580
,ACT601,61.08,,19,,DKVD_ACT601
,ACT1879,62.04,,66,,DKVD_ACT1879
,ACT562B,62.04,,8,,DKVD_ACT562B
,ACT909,71.48,,8,,DKVD_ACT909
,ACT822B,56.35,,7,,DKVD_ACT822B
,ACT799,43.15,,43,,DKVD_ACT799
,ACT770A,57.31,,23,,DKVD_ACT770A
,ACT798,45.02,,13,,DKVD_ACT798
,ACT997,64.2,,8,,DKVD_ACT997
,ACT1324A,72.42,,138,,DKVD_ACT1324A
,ACT844,63.26,,14,,DKVD_ACT844
,ACT1333A,73.37,,9,,DKVD_ACT1333A
,ACT1296,56.64,,5,,DKVD_ACT1296
,ACT823,45.97,,20,,DKVD_ACT823
,ACT1737,73.37,,36,,DKVD_ACT1737
,ACT793A,59.19,,32,,DKVD_ACT793A
,ACT1354A,58.26,,15,,DKVD_ACT1354A
,ACT1846,67.7,,16,,DKVD_ACT1846
,ACT862,57.31,,37,,DKVD_ACT862
,ACT1304A,73.37,,63,,DKVD_ACT1304A
,ACT865A,51.63,,73,,DKVD_ACT865A
,ACT965,74.32,,16,,DKVD_ACT965
,ACT830,62.04,,36,,DKVD_ACT830
,ACT748,64.86,,6,,DKVD_ACT748
,ACT722,59.19,,20,,DKVD_ACT722
,ACT643,58.55,,6,,DKVD_ACT643
,ACT476B,60.14,,44,,DKVD_ACT476B
,ACT412,90.38,,5,,DKVD_ACT412
,ACT266,51.63,,5,,DKVD_ACT266
,ACT497,50.7,,4,,DKVD_ACT497
,ACT465D,49.74,,25,,DKVD_ACT465D
,ACT822A,56.35,,54,,DKVD_ACT822A
,ACT914B,61.08,,24,,DKVD_ACT914B
,ACT966,66.76,,15,,DKVD_ACT966
,ACT589,59.19,,16,,DKVD_ACT589
,ACT1593,61.08,,37,,DKVD_ACT1593
,ACT1914,68.27,,13,,DKVD_ACT1914
,ACT470,50.7,,9,,DKVD_ACT470
,ACT1430,63.91,,7,,DKVD_ACT1430
,ACT914A,64.86,,183,,DKVD_ACT914A
,ACT1414,88.5,,46,,DKVD_ACT1414
,ACT1337,67.7,,4,,DKVD_ACT1337
,ACT551,55.41,,19,,DKVD_ACT551
,ACT459,73.37,,14,,DKVD_ACT459
,ACT1818A,69.59,,15,,DKVD_ACT1818A
,ACT757,62.97,,13,,DKVD_ACT757
,ACT870,62.97,,40,,DKVD_ACT870
,ACT1602,62.97,,38,,DKVD_ACT1602
,ACT969A,65.82,,34,,DKVD_ACT969A
,ACT1422,73.37,,8,,DKVD_ACT1422
,ACT1404,85.65,,10,,DKVD_ACT1404
,ACT537A,47.86,,121,,DKVD_ACT537A
,ACT1814,70.52,,7,,DKVD_ACT1814
,ACT833,66.76,,16,,DKVD_ACT833
,ACT1363,81.87,,101,,DKVD_ACT1363
,ACT868,55.41,,18,,DKVD_ACT868
,ACT1339,66.76,,11,,DKVD_ACT1339
,ACT600,56.64,,5,,DKVD_ACT600
,ACT154,57.31,,14,,DKVD_ACT154
,ACT1808,59.19,,93,,DKVD_ACT1808
,ACT883,64.86,,18,,DKVD_ACT883
,ACT652,71.48,,10,,DKVD_ACT652
,ACT1508,89.43,,19,,DKVD_ACT1508
,ACT754,66.11,,7,,DKVD_ACT754
,ACT1806,65.82,,3,,DKVD_ACT1806
,ACT753,68.64,,5,,DKVD_ACT753
,ACT713,62.97,,5,,DKVD_ACT713
,ACT370,66.76,,9,,DKVD_ACT370
,ACT464,45.97,,7,,DKVD_ACT464
,ACT804,57.31,,11,,DKVD_ACT804
,ACT957,62.3,,17,,DKVD_ACT957
,ACT1302,55.41,,4,,DKVD_ACT1302
,ACT929A,61.08,,77,,DKVD_ACT929A
,ACT908A,49.74,,103,,DKVD_ACT908A
,ACT898,70.52,,41,,DKVD_ACT898
,ACT728,54.47,,9,,DKVD_ACT728
,ACT1912,66.76,,17,,DKVD_ACT1912
,ACT562A,62.04,,29,,DKVD_ACT562A
,ACT859,67.7,,7,,DKVD_ACT859
,ACT1809,62.59,,11,,DKVD_ACT1809
,ACT1711,71.48,,26,,DKVD_ACT1711
,ACT1843,80.94,,18,,DKVD_ACT1843
,ACT792,65.82,,21,,DKVD_ACT792
,ACT1680,78.08,,17,,DKVD_ACT1680
,ACT1611,72.42,,27,,DKVD_ACT1611
,ACT1816,55.98,,2,,DKVD_ACT1816
,ACT921,75.26,,6,,DKVD_ACT921
,ACT621B,64.86,,10,,DKVD_ACT621B
,ACT540,47.86,,22,,DKVD_ACT540
,ACT820,62.04,,12,,DKVD_ACT820
,ACT817B,59.19,,11,,DKVD_ACT817B
,ACT674,59.48,,4,,DKVD_ACT674
,ACT409,53.53,,11,,DKVD_ACT409
,ACT1287,73.37,,18,,DKVD_ACT1287
,ACT325A,47.86,,0,,DKVD_ACT325A
,ACT1397,62.04,,24,,DKVD_ACT1397
,ACT273,41.24,,88,,DKVD_ACT273
,ACT1329,68.64,,0,,DKVD_ACT1329
,ACT970,75.26,,4,,DKVD_ACT970
,ACT1612,61.08,,0,,DKVD_ACT1612
,ACT1813,54.09,,23,,DKVD_ACT1813
,ACT923A,54.47,,94,,DKVD_ACT923A
,ACT817A,58.26,,22,,DKVD_ACT817A
,ACT866A,62.97,,79,,DKVD_ACT866A
,ACT1645,67.7,,0,,DKVD_ACT1645
,ACT824,70.52,,0,,DKVD_ACT824
,ACT1791,73.37,,11,,DKVD_ACT1791
,ACT841,68.64,,6,,DKVD_ACT841
,ACT1399,79.97,,3,,DKVD_ACT1399
,ACT1818,68.64,,7,,DKVD_ACT1818
,ACT1539,69.59,,126,,DKVD_ACT1539
,ACT1878,56.35,,59,,DKVD_ACT1878
,ACT665,52.59,,41,,DKVD_ACT665
